genres,id,original_title,production_companies,release_date,runtime,title,vote_average,vote_count,MMPA Rating,Platform
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",37964.0,Brown Sugar,[],2002-10-05,109.0,Brown Sugar,7.0,31.0,G,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",28121.0,A Thin Line Between Love and Hate,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Savoy Pictures"", ""id"": 11308}]",1996-04-04,108.0,A Thin Line Between Love and Hate,5.7,15.0,R,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",40807.0,50/50,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mandate Pictures"", ""id"": 771}]",2011-09-30,100.0,50/50,7.0,1261.0,R,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",10885.0,Shutter,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Ozla Pictures"", ""id"": 2617}, {""name"": ""New Regency Pictures"", ""id"": 10104}]",2008-03-21,85.0,Shutter,5.3,180.0,G,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",225565.0,That Awkward Moment,"[{""name"": ""Treehouse Pictures"", ""id"": 14580}]",2014-01-29,94.0,That Awkward Moment,6.1,1004.0,PG,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 35, ""name"": ""Comedy""}]",16471.0,Modern Problems,[],1981-12-25,89.0,Modern Problems,5.6,23.0,R,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 12, ""name"": ""Adventure""}]",385736.0,Kicks,"[{""name"": ""Bystorm Films"", ""id"": 2903}, {""name"": ""Animal Kingdom"", ""id"": 26995}, {""name"": ""Bow and Arrow Entertainment"", ""id"": 37432}]",2016-09-09,80.0,Kicks,7.5,18.0,PG,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11971.0,Much Ado About Nothing,"[{""name"": ""Renaissance Films"", ""id"": 3102}, {""name"": ""American Playhouse Theatrical Films"", ""id"": 8827}]",1993-05-07,111.0,Much Ado About Nothing,7.2,189.0,R,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",668.0,On Her Majesty's Secret Service,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]",1969-12-12,142.0,On Her Majesty's Secret Service,6.5,456.0,PG-13,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}]",11596.0,New Nightmare,"[{""name"": ""New Line Cinema"", ""id"": 12}]",1994-10-13,112.0,New Nightmare,6.4,291.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",14429.0,Drive Me Crazy,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Grand March Productions"", ""id"": 81132}, {""name"": ""Amy Robinson Productions"", ""id"": 81133}]",1999-10-01,91.0,Drive Me Crazy,5.8,62.0,R,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 18, ""name"": ""Drama""}]",13751.0,Akeelah and the Bee,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Out of the Blue... Entertainment"", ""id"": 879}, {""name"": ""Starbucks Entertainment"", ""id"": 1708}, {""name"": ""Cinema Gypsy Productions"", ""id"": 5227}]",2006-04-28,112.0,Akeelah and the Bee,6.7,81.0,PG,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",9490.0,Half Baked,"[{""name"": ""Universal Pictures"", ""id"": 33}]",1998-01-16,82.0,Half Baked,6.4,177.0,R,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 35, ""name"": ""Comedy""}]",14536.0,New in Town,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Edmonds Entertainment Group (EEG)"", ""id"": 2923}, {""name"": ""Epidemic Pictures"", ""id"": 2924}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Gold Circle Films"", ""id"": 12026}]",2009-01-30,97.0,New in Town,5.2,99.0,R,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",1359.0,American Psycho,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}, {""name"": ""Muse Productions"", ""id"": 15231}]",2000-04-13,102.0,American Psycho,7.3,2066.0,G,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9962.0,The Good Girl,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Hungry Eye Lowland Pictures B.V."", ""id"": 29602}, {""name"": ""Flan de Coco Films"", ""id"": 29603}]",2002-01-12,93.0,The Good Girl,6.1,181.0,PG,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",15049.0,Bon Cop Bad Cop,"[{""name"": ""Park Ex Pictures"", ""id"": 7169}, {""name"": ""Sortie 22"", ""id"": 88298}]",2006-07-06,116.0,Bon Cop Bad Cop,6.5,42.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",22821.0,The Boondock Saints II: All Saints Day,"[{""name"": ""Chris Brinker Productions"", ""id"": 2461}, {""name"": ""Stage 6 Films"", ""id"": 11341}]",2009-11-24,118.0,The Boondock Saints II: All Saints Day,5.9,261.0,G,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}]",42819.0,The City of Your Final Destination,"[{""name"": ""Hyde Park Films"", ""id"": 1172}]",2009-03-21,114.0,The City of Your Final Destination,5.7,9.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",209263.0,Enough Said,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]",2013-09-18,93.0,Enough Said,6.6,348.0,PG-13,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 35, ""name"": ""Comedy""}]",37735.0,Easy A,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Olive Bridge Entertainment"", ""id"": 7291}]",2010-09-10,92.0,Easy A,6.7,2210.0,G,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",59930.0,The Inkwell,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",1994-04-22,110.0,The Inkwell,3.9,5.0,R,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",10873.0,Shadow of the Vampire,"[{""name"": ""Saturn Films"", ""id"": 831}]",2000-05-15,92.0,Shadow of the Vampire,6.6,148.0,PG,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 35, ""name"": ""Comedy""}]",51588.0,Prom,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Rickshaw Productions"", ""id"": 2201}]",2011-04-29,104.0,Prom,5.7,134.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",23570.0,The Pallbearer,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""The Chess Club"", ""id"": 65446}]",1996-05-03,97.0,The Pallbearer,4.6,30.0,G,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 35, ""name"": ""Comedy""}]",19489.0,Held Up,[],1999-10-08,89.0,Held Up,4.9,11.0,R,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14629.0,Woman on Top,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]",2000-09-22,92.0,Woman on Top,5.5,46.0,PG-13,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8293.0,Howards End,"[{""name"": ""Merchant Ivory Productions"", ""id"": 2370}, {""name"": ""The Criterion Collection"", ""id"": 10932}]",1992-03-13,140.0,Howards End,6.9,95.0,PG-13,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",291270.0,Anomalisa,"[{""name"": ""Starburns Industries"", ""id"": 32542}]",2015-12-30,90.0,Anomalisa,7.0,459.0,PG,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",44009.0,Another Year,"[{""name"": ""Film4"", ""id"": 9349}, {""name"": ""Thin Man Films"", ""id"": 10100}]",2010-11-05,129.0,Another Year,7.0,97.0,PG-13,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",1958.0,8 femmes,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Fid\u00e9lit\u00e9 Productions"", ""id"": 147}, {""name"": ""Le Studio Canal+"", ""id"": 183}, {""name"": ""Centre National de la Cin\u00e9matographie"", ""id"": 310}, {""name"": ""Gimages 5"", ""id"": 818}, {""name"": ""Mars Films"", ""id"": 819}]",2002-01-08,111.0,8 Women,6.9,196.0,G,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",13154.0,Showdown in Little Tokyo,"[{""name"": ""Original Pictures"", ""id"": 4234}, {""name"": ""Warner Bros."", ""id"": 6194}]",1991-08-23,79.0,Showdown in Little Tokyo,5.7,95.0,G,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",26618.0,Clay Pigeons,"[{""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG"", ""id"": 23861}, {""name"": ""Fade In Films"", ""id"": 40002}]",1998-09-25,104.0,Clay Pigeons,6.3,39.0,G,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",43923.0,It's Kind of a Funny Story,"[{""name"": ""Focus Features"", ""id"": 10146}]",2010-07-06,101.0,It's Kind of a Funny Story,6.9,672.0,R,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",46138.0,Made in Dagenham,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""HanWay Films"", ""id"": 2395}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Audley Films LLP"", ""id"": 5729}, {""name"": ""Lipsync Productions"", ""id"": 9987}, {""name"": ""Number 9 Films"", ""id"": 11752}, {""name"": ""BMS Finance"", ""id"": 11963}]",2010-09-11,113.0,Made in Dagenham,6.6,94.0,PG-13,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 18, ""name"": ""Drama""}]",45791.0,And When Did You Last See Your Father?,"[{""name"": ""Intandem Films"", ""id"": 2731}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Number 9 Films"", ""id"": 34338}, {""name"": ""Tiger Aspect Pictures"", ""id"": 36201}, {""name"": ""Father Features"", ""id"": 36204}, {""name"": ""Audley Films"", ""id"": 36205}, {""name"": ""Comptom Investments"", ""id"": 36206}]",2007-10-05,92.0,When Did You Last See Your Father?,6.9,13.0,G,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",26306.0,Prefontaine,"[{""name"": ""Hollywood Pictures"", ""id"": 915}]",1997-01-24,106.0,Prefontaine,6.7,21.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",110683.0,The Wicked Lady,"[{""name"": ""Cannon Group"", ""id"": 1444}, {""name"": ""London-Cannon Films"", ""id"": 6231}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Dawn Property Company"", ""id"": 78704}]",1983-04-21,98.0,The Wicked Lady,4.3,4.0,G,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",26963.0,The Secret of Kells,"[{""name"": ""G\u00e9b\u00e9ka Films"", ""id"": 4621}, {""name"": ""Cartoon Saloon"", ""id"": 23948}]",2009-02-09,75.0,The Secret of Kells,7.3,181.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",198277.0,Begin Again,"[{""name"": ""Likely Story"", ""id"": 1785}, {""name"": ""Apatow Productions"", ""id"": 10105}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Sycamore Pictures"", ""id"": 14319}]",2013-09-07,104.0,Begin Again,7.3,1254.0,PG-13,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7870.0,Down in the Valley,"[{""name"": ""Class 5 Films"", ""id"": 2297}]",2005-05-13,112.0,Down in the Valley,5.9,63.0,PG,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",13072.0,Brooklyn Rules,"[{""name"": ""City Light Films"", ""id"": 136}]",2007-04-30,99.0,Brooklyn Rules,5.8,18.0,PG,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 10770, ""name"": ""TV Movie""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",153397.0,Restless,"[{""name"": ""British Broadcasting Corporation (BBC)"", ""id"": 3324}, {""name"": ""Sundance Channel"", ""id"": 12574}, {""name"": ""Endor Productions"", ""id"": 12575}]",2012-12-07,180.0,Restless,4.9,8.0,R,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]",30141.0,The Singing Detective,"[{""name"": ""Icon Productions"", ""id"": 152}, {""name"": ""Haft Entertainment"", ""id"": 1363}, {""name"": ""Paramount Classics"", ""id"": 2315}, {""name"": ""Airborne Productions"", ""id"": 11732}]",2003-10-24,109.0,The Singing Detective,5.9,41.0,G,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",17044.0,The Land Girls,"[{""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Greenpoint Films"", ""id"": 12918}]",1998-09-25,111.0,The Land Girls,7.0,3.0,PG,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",10288.0,Fido,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Astral Media"", ""id"": 2743}, {""name"": ""Anagram Pictures Inc."", ""id"": 4251}]",2006-09-07,91.0,Fido,6.6,135.0,PG-13,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",12183.0,The Wendell Baker Story,[],2005-08-03,99.0,The Wendell Baker Story,5.2,16.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",44147.0,Wild Target,"[{""name"": ""Matador Pictures"", ""id"": 707}, {""name"": ""Isle of Man Film"", ""id"": 2268}, {""name"": ""Magic Light Pictures"", ""id"": 5644}, {""name"": ""CinemaNX"", ""id"": 5705}, {""name"": ""Cinema Four"", ""id"": 6984}, {""name"": ""Regent Capital"", ""id"": 12696}, {""name"": ""Entertainment Film Distributors"", ""id"": 23164}]",2010-06-17,98.0,Wild Target,6.4,215.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",12192.0,Pathology,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Camelot Pictures"", ""id"": 11728}]",2008-04-11,95.0,Pathology,5.6,144.0,R,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 18, ""name"": ""Drama""}]",36597.0,Wuthering Heights,[],2009-01-18,142.0,Wuthering Heights,6.9,37.0,PG-13,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",13197.0,10th & Wolf,"[{""name"": ""Thinkfilm"", ""id"": 446}]",2006-02-19,107.0,10th & Wolf,6.3,24.0,PG-13,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10913.0,Dear Wendy,"[{""name"": ""Zentropa Entertainments"", ""id"": 76}, {""name"": ""Nimbus Film Productions"", ""id"": 11672}, {""name"": ""Lucky Punch"", ""id"": 43271}]",2005-01-22,105.0,Dear Wendy,5.6,33.0,R,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}]",251321.0,Aloft,"[{""name"": ""Arcadia Motion Pictures"", ""id"": 7543}, {""name"": ""Wanda Visi\u00f3n S.A."", ""id"": 10046}, {""name"": ""Buffalo Gal Pictures"", ""id"": 11517}]",2014-02-12,112.0,Aloft,5.1,41.0,R,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}]",149.0,アキラ,"[{""name"": ""Bandai Visual Company"", ""id"": 528}, {""name"": ""Toho Company"", ""id"": 882}, {""name"": ""Mainichi Broadcasting System (MBS)"", ""id"": 3363}, {""name"": ""Kodansha"", ""id"": 6999}, {""name"": ""Tokyo Movie Shinsha (TMS)"", ""id"": 9155}, {""name"": ""TMS Entertainment"", ""id"": 10919}, {""name"": ""Akira Committee Company Ltd."", ""id"": 10920}, {""name"": ""Sumitomo Corporation"", ""id"": 10921}]",1988-07-16,124.0,Akira,7.8,773.0,PG-13,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",10425.0,The Death and Life of Bobby Z,"[{""name"": ""Eclectic pictures"", ""id"": 8056}, {""name"": ""Millennium Films"", ""id"": 10254}]",2007-07-23,97.0,The Death and Life of Bobby Z,5.8,103.0,PG,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 18, ""name"": ""Drama""}]",49081.0,Maurice Richard,[],2005-10-25,124.0,The Rocket: The Legend of Rocket Richard,6.1,17.0,G,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",256687.0,Swelter,"[{""name"": ""Grand Peaks Entertainment"", ""id"": 15354}, {""name"": ""Exchange Peaks Film Capital"", ""id"": 29152}, {""name"": ""Film Invaders"", ""id"": 29153}]",2014-04-20,96.0,Swelter,4.6,21.0,G,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",220488.0,非常幸运,"[{""name"": ""Bona International Film Group"", ""id"": 8250}]",2013-09-17,114.0,My Lucky Star,4.3,8.0,PG,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1544.0,Imagine Me & You,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Filmstiftung Nordrhein-Westfalen"", ""id"": 315}, {""name"": ""X-Filme Creative Pool"", ""id"": 1972}, {""name"": ""Ealing Studios"", ""id"": 2650}, {""name"": ""Fragile Films"", ""id"": 2651}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""RTL"", ""id"": 42272}, {""name"": ""Cougar Films Ltd."", ""id"": 52728}, {""name"": ""Minotaur Film Partnership No. 3"", ""id"": 52729}]",2005-02-01,93.0,Imagine Me & You,7.0,177.0,PG,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 18, ""name"": ""Drama""}]",374461.0,Mr. Church,"[{""name"": ""Envision Media Arts"", ""id"": 19456}, {""name"": ""Cinelou Films"", ""id"": 39644}, {""name"": ""Shenghua Entertainment"", ""id"": 82598}]",2016-09-16,104.0,Mr. Church,7.0,129.0,G,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",302.0,Swimming Pool,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Fid\u00e9lit\u00e9 Productions"", ""id"": 147}, {""name"": ""Gimages"", ""id"": 148}, {""name"": ""FOZ"", ""id"": 149}, {""name"": ""Headforce Ltd."", ""id"": 150}]",2003-05-18,102.0,Swimming Pool,6.4,153.0,G,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",182873.0,Green Street Hooligans: Underground,"[{""name"": ""Tea Shop & Film Company"", ""id"": 13161}]",2013-01-01,90.0,Green Street Hooligans: Underground,5.4,33.0,G,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",21512.0,The Blood of Heroes,"[{""name"": ""Handistom Investment"", ""id"": 3970}, {""name"": ""Kings Road Entertainment"", ""id"": 4255}, {""name"": ""Kamisha Corporation"", ""id"": 68152}]",1989-10-19,100.0,The Blood of Heroes,5.9,31.0,G,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",389425.0,Code of Honor,"[{""name"": ""Steamroller Productions"", ""id"": 3495}, {""name"": ""Premiere Entertainment Group"", ""id"": 35625}]",2016-05-06,106.0,Code of Honor,4.1,16.0,PG,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",403.0,Driving Miss Daisy,"[{""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Majestic Films International"", ""id"": 2630}]",1989-12-13,99.0,Driving Miss Daisy,7.0,350.0,G,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",29461.0,Soul Food,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Edmonds Entertainment Group (EEG)"", ""id"": 2923}]",1997-09-26,114.0,Soul Food,6.6,19.0,G,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",33542.0,紅番區,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Company"", ""id"": 2521}]",1995-01-30,91.0,Rumble in the Bronx,6.5,240.0,PG-13,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",283708.0,Loin des hommes,"[{""name"": ""Procirep"", ""id"": 311}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""One World Films"", ""id"": 5725}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""Media Programme of the European Community"", ""id"": 21972}, {""name"": ""Backup Media"", ""id"": 26590}, {""name"": ""Cin\u00e9mage 8"", ""id"": 27123}, {""name"": ""Ind\u00e9films 2"", ""id"": 32668}, {""name"": ""Perceval Pictures"", ""id"": 52590}, {""name"": ""Kal\u00e9o Films"", ""id"": 52591}, {""name"": ""Jouror D\u00e9veloppement"", ""id"": 52592}, {""name"": ""B Media 2012"", ""id"": 52593}, {""name"": ""SofiTVCin\u00e9"", ""id"": 52594}, {""name"": ""D\u00e9velopimage 2"", ""id"": 52595}, {""name"": ""Ciclic - R\u00e9gion Centre"", ""id"": 52596}]",2014-08-30,110.0,Far from Men,6.6,43.0,PG,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9388.0,Thank You for Smoking,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Room 9 Entertainment"", ""id"": 3567}]",2005-09-05,92.0,Thank You for Smoking,7.1,664.0,PG-13,"{'name': 'Prime Video', 'id': 6}"
